Species	CCIS27304052ST-3-0	CCIS15794887ST-4-0	CCIS74726977ST-3-0	CCIS16561622ST-4-0	CCIS79210440ST-3-0	CCIS82507866ST-3-0	CCIS98482370ST-3-0	CCIS00281083ST-3-0	CCIS32452666ST-4-0	CCIS94417875ST-3-0	CCIS51667829ST-4-0	CCIS27927933ST-4-0	CCIS45571137ST-3-0	CCIS81139242ST-4-0	CCIS21126322ST-4-0	CCIS17669415ST-4-0	CCIS44676181ST-4-0	CCIS29210128ST-4-0	CCIS48725289ST-4-0	CCIS64785924ST-20-0	CCIS03473770ST-4-0	CCIS10706551ST-3-0	CCIS64773582ST-4-0	CCIS06260551ST-3-0	CCIS40244499ST-3-0	CCIS85214191ST-3-0	CCIS08668806ST-3-0	CCIS50369211ST-20-0	CCIS87167916ST-4-0	CCIS94496512ST-4-0	CCIS58234805ST-4-0	CCIS91228662ST-4-0	CCIS71301801ST-4-0	CCIS24898163ST-4-0	CCIS53355328ST-4-0	CCIS41222843ST-4-0	CCIS81887263ST-4-0	CCIS29688262ST-20-0	CCIS87116798ST-4-0	CCIS87605453ST-4-0	CCIS83870198ST-4-0	CCIS61287323ST-4-0	CCIS11362406ST-4-0	CCIS14449628ST-4-0	CCIS21278152ST-4-0	CCIS25399172ST-4-0	CCIS34055159ST-4-0	CCIS76845094ST-20-0	CCIS41548810ST-4-0	CCIS98512455ST-4-0	CCIS83445808ST-4-0	CCIS37250421ST-4-0	CCIS35092938ST-4-0	CCIS50148151ST-4-0	CCIS62605362ST-3-0	CCIS87252800ST-4-0	CCIS22958137ST-20-0	CCIS48507077ST-4-0	CCIS32105356ST-4-0	CCIS81710917ST-20-0	CCIS16326685ST-4-0	CCIS53043478ST-4-0	CCIS98832363ST-4-0	CCIS02124300ST-4-0	CCIS44743950ST-4-0	CCIS10793554ST-4-0	CCIS59132091ST-4-0	CCIS96387239ST-4-0	CCIS82146115ST-4-0	CCIS31434951ST-20-0	CCIS33816588ST-4-0	CCIS12656533ST-4-0	CCIS41806458ST-4-0	CCIS53557295ST-4-0	CCIS47284573ST-4-0	CCIS76563044ST-4-0	CCIS93040568ST-20-0	CCIS45793747ST-4-0	CCIS95097901ST-4-0	CCIS80834637ST-4-0	CCIS63910149ST-4-0	CCIS84543192ST-4-0	CCIS38765456ST-20-0	CCIS82944710ST-20-0	CCIS55230578ST-4-0	CCIS24254057ST-4-0	CCIS78318719ST-4-0	CCIS44757994ST-4-0	CCIS65479369ST-4-0	CCIS62794166ST-4-0	CCIS77252613ST-4-0	CCIS11015875ST-4-0	CCIS55531770ST-4-0	CCIS70398272ST-4-0	CCIS35100175ST-4-0	CCIS22416007ST-4-0	CCIS41288781ST-4-0	CCIS59903910ST-4-0	CCIS12370844ST-4-0	CCIS72607085ST-4-0	CCIS46047672ST-4-0	CCIS22906510ST-20-0	CCIS52370277ST-4-0	CCIS02379307ST-4-0	CCIS48579360ST-4-0	CCIS46467422ST-4-0	CCIS54027808ST-4-0	CCIS15704761ST-4-0	CCIS11558985ST-4-0	CCIS13047523ST-4-0	CCIS94603952ST-4-0	CCIS02856720ST-4-0	CCIS07648107ST-4-0	CCIS34604008ST-4-0	CCIS63468405ST-4-0	CCIS16383318ST-4-0	CCIS36699628ST-4-0	CCIS95409808ST-4-0	CCIS74239020ST-4-0	CCIS05314658ST-4-0	CCIS71578391ST-4-0	CCIS50003399ST-4-0	CCIS36797902ST-4-0	CCIS11354283ST-4-0	CCIS50471204ST-4-0	CCIS20795251ST-4-0	CCIS07277498ST-4-0	CCIS90164298ST-4-0	CCIS23164343ST-4-0	CCIS03857607ST-4-0	CCIS63448910ST-4-0	CCIS88007743ST-4-0	CCIS51595129ST-4-0	CCIS09568613ST-4-0	CCIS07539127ST-4-0	CCIS41692898ST-4-0	CCIS44093303ST-4-0	CCIS00146684ST-4-0	CCIS78100604ST-4-0	CCIS48174381ST-4-0	CCIS88317640ST-4-0
Gemella sanguinis [1301]	0.0000053709399283362	0	0.0000464384275791733	0.000116601003281303	0	0.0000397053916010204	0.0000612594664318755	7.30538223994603E-06	0.0000522619678815908	9.87243012232801E-06	0.0000526003117785672	1.98867616431278E-06	0.0000599755454957755	0.0000975643056379727	0.000086336565817394	0.000247066977199114	0.000378207970475995	0.000120631619236931	0.000237641562404301	0	0.0000915763562108675	7.90202781263853E-06	0.0000826408188885028	0	0.000175124330385035	0.0000286311515128788	0	0	0	5.59117321122027E-06	0.000259019616076544	2.94886481012918E-06	3.39709997419462E-06	0	0.0000636133602119482	0.0000773198673940888	0.0000456859260685408	0.000296987187503341	0.000117901389805915	0	3.09836807009477E-06	0.000121649006120122	0.000142098337417005	5.15997915376337E-06	0	0.0000149293388770921	0	0.0000483037710591978	0	0.0000191087123659007	0.0000105167446200611	7.06164303521823E-06	0.0000835750592195706	0	0.000026072996713074	0	0.0000842826553259827	0.000103858175295323	0.0000216901568311017	0	0.000126958812216886	0	7.15131939333635E-06	0.00011582222085447	6.74680479541573E-06	0.00023491058401828	0.000158427612067257	0	0.000420765678736244	0.0000837621379268142	0	0.0000633750368005869	0.0000694620043469338	0.0000153333655692899	0	0.000186006189851275	0	0.00018912653265354	0.0000465845333121668	0.000437539159159482	0.0000355005854215734	0	0.0000258386368538217	0	0.0000789803345109799	1.87133473489526E-06	0.0000101076963163529	0	0.000104851156234239	6.50131918158069E-06	0.000241099068281364	0	0.0000214155763942638	0.0000791205479101945	0.000275378831785298	0	0.0000059277686882385	0.000832059533678702	0	0	0.000090326442429579	0.0000675434219021417	0	0	0.0000348085421365442	0.0000454766491090202	0.000272628907370864	0.000190198011352205	0	0.00010150868297117	0.000115300592548198	3.73392689385969E-06	0.0000035324221416257	0.0000416102821023227	0.0000268235804604868	6.22215795524769E-06	0.0000753682459997327	3.01200622652275E-06	0.000166323314881203	0.0000554835529402472	0.0000540444633619975	0.0000322555606664958	0	0.0000553353330649621	0.0000615315046501392	0	0.0000373368178612015	0.0000711301075518135	0.0000101809142145454	0.0000304703109977941	0.000443401351337922	0.000142686023424272	0.0000214985046902385	0.0000208925253148451	0.0000307463666997332	0.000148455472352724	0.0000572448236947377	0.0000237155142896523	0.000105225530864311	0.0000566361965905649	0.0000625652549419134
Gemella morbillorum [1302]	0	0	5.63452834662227E-06	0.0000128507843646167	0	0	0.0000265779585269294	0	9.97464180248516E-06	0	0.0000221699389056575	4.05566522851476E-06	7.09721872355454E-06	0.0000187219889318881	0	0.000114843874014081	0.0000164256048439353	0.0000139304883563533	7.31452283738469E-06	0.0000405242521356484	0.0000114934454735011	0	0	0	0.000380123802470139	0	0.0000215128134712113	0	0	0	0.0080316899268231	0.000284365828181863	0.0000204235123298028	0	0	0	0.000535266612044072	0.0000855550558913932	0.00016001847899805	0	0	0.0000138065320386333	0	0.00044009678623824	0	0	0	0	0	0.0000624101658614632	0	0	5.59944516547366E-06	0	0.0000152596769465275	0.0000258328431108515	0.0000614345662851718	0.000022179127561224	0	2.43854378502688E-06	0.0000107255313194269	0.000944219469513645	0	2.71506769774465E-06	0.0000140116692482472	0	0	0	0.0000517489457607399	0	0.00848541277857005	0	0	0	0.0000377441563231416	3.00022041573774E-06	0	3.13586713177477E-06	0	0	0.000012450145092046	0	0.00302680394663809	0	0.0000317097510598571	0	0	0	0.00305742279962909	0	0.0000216892303242231	3.89111079363434E-06	0	2.95328744449324E-06	0.000157760881231385	0	0.0000221446282771205	0	0	0	0.0000137634496499499	0	0.0000243996023178205	0.00142014282029474	0.0000118077953052508	0	0	0	0	0.0000494599782983025	0	0	0	0	0.0000232966413843368	0.0000187039416976695	0	0	0.0000391622577099106	0	0	0	0.0000834064139162019	0.0000216736371401707	9.60580110644637E-06	0	0	0.0000079289979701657	0	0.0000563888840101894	0.000128722030067623	9.05984048450146E-06	0	0	0.0000212081709105468	0.000038873698280941	0.0000199512093892189	7.26871804539292E-06	0.0000188857673809893	0	0.0000296442434407744
Staphylococcus pseudintermedius [1303]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus lugdunensis [1304]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus aureus [1305]	0	0	0	0	0	0	0	0	0	2.49688265667311E-06	0.0000109764566059997	0	0	0	0	0.0000100457946930105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.88132157489505E-06	0	0	0	0	0	5.10896743602926E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000219458484928851	0	0	0.0000427041567137457	0.0000256802915154437	0	0	0	0	0	0	0.000134542056056102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000114135924226936	0	0	0	0	0	0.0000409069098947894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.86742640469501E-06	0	0	0	0	0.0000324905098486115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000589493698667227	0.0000104589234932983	0.000016030079546654
Staphylococcus aureus [1306]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.63000399842011E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.23066820915358E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus hominis [1307]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000114929852006966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000098092265289031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000391979729996521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000195142909521055	0	0	7.66114065887831E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus haemolyticus [1308]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.07287070569929E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.13975341225466E-06	0	0	0	0	0	0	0	0.0000256125068746385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus warneri [1309]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.03990476392365E-06	0	0	0	0	0	0	0	0	0	0	0	0	9.67654906778894E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000020537912793097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.46962733130107E-06	0	0	0
Prochlorococcus marinus [131]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus epidermidis [1310]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.08216617947875E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.81266239450151E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000128413025731619	0	0	0	0	0	0	0	0	0	0.0000190703187824018	0	0	0	0.0000189202108622665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.93299577734161E-06	7.60229157192864E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus capitis [1311]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.93753561975118E-06	0	0	0	0	0	0	0	0	0	0
Staphylococcus epidermidis [1312]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus saprophyticus [1313]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.53693682286799E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000106970875999714	6.91916695295579E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.04371001640913E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	9.63105467521896E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus carnosus [1314]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.37481827963682E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000162899393088465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Macrococcus caseolyticus [1315]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000147467703144816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exiguobacterium sibiricum [1316]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unnamed Exiguobacterium sp. AT1b [1317]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Listeria seeligeri [1318]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Listeria ivanovii [1319]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prochlorococcus marinus [132]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Listeria innocua [1320]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Listeria monocytogenes [1321]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Listeria welshimeri [1322]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Listeria grayi [1323]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.58696761121784E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus halodurans [1324]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus pseudofirmus [1325]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus clausii [1326]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.22342597336735E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus cellulosilyticus [1327]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus coagulans [1328]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Geobacillus thermoglucosidasius [1329]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prochlorococcus marinus [133]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unnamed Geobacillus sp. WCH70 [1330]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Geobacillus thermodenitrificans [1331]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
